id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5
c0087	pop08	0.55	0.87878	1.28232	0.40756	-1.27241
c1686	pop08	0.49659	-0.97159	-1.98251	0.85839	1.55902
c3157	pop03	6.54222	0.24441	5.13442	-0.30994	-1.76469
c1917	pop08	-0.8722	0.61088	0.86773	0.97179	-0.39004
c3481	pop04	0.04585	5.54653	-0.7056	4.58399	-0.45436
c4705	pop06	0.655	4.78941	3.64999	0.51179	-0.15443
c2637	pop02	6.26039	5.20094	-1.09435	-0.67642	-0.54143
c0868	pop08	-0.05893	0.72057	0.27307	-0.55475	0.80315
c3484	pop04	1.0997	4.7885	1.30813	5.86308	-0.72752
c0426	pop08	0.11396	-1.09166	-0.6888	2.68863	0.16985
c2858	pop02	5.02882	4.57597	0.51773	-2.71481	0.00658
c4688	pop05	4.38746	4.28759	-0.89272	3.5496	0.71983
c4888	pop06	-0.67573	4.5121	5.44917	-0.58218	-0.29175
c3708	pop04	-2.51666	3.958	-0.96737	4.93207	0.73447
c4438	pop05	4.73331	4.18851	-0.19199	6.82308	-0.0483
c0991	pop08	0.255	-1.01437	0.4077	0.20221	-0.46771
c3977	pop04	0.05776	6.06261	0.83728	7.09318	-0.69208
c1912	pop08	1.27409	-0.58079	1.12021	0.02773	0.36508
c2352	pop08	-0.69239	-1.78545	-0.60549	0.04046	-0.0285
c3552	pop04	-0.25357	5.17361	1.1753	6.61615	0.92566
c0608	pop08	1.47939	-0.42349	-0.82314	-1.01983	-0.12489
c1887	pop08	0.01215	-0.29763	-0.93112	-1.57109	-0.21395
c3033	pop03	4.49778	0.05529	4.85933	1.88176	1.17752
c4157	pop04	1.17826	5.42502	-1.80578	4.06339	1.24538
c1578	pop08	-0.09447	1.2525	0.07532	1.08961	-0.23549
c0482	pop08	1.20674	-0.00037	1.41371	0.95379	0.86769
c4267	pop05	4.08598	4.71171	-0.58121	5.5019	0.52272
c0915	pop08	-0.74397	-0.2953	1.96158	-0.98074	-0.32547
c0248	pop08	0.40447	-1.50124	0.37791	-0.23458	0.98905
c4622	pop05	4.47248	4.75451	-0.12808	4.27603	-0.18681
c1549	pop08	-0.61144	-0.14535	-1.01122	-0.63771	0.04216
c4722	pop06	-0.08345	3.06745	3.18478	-1.3262	0.77579
c4580	pop05	3.29163	4.70917	-2.10628	5.63302	0.88234
c3582	pop04	1.0741	5.68018	0.56128	5.77568	-0.63428
c2009	pop08	-0.44596	0.21725	-1.24283	-0.62018	-0.5653
c4249	pop05	3.57074	4.60601	1.28504	5.59139	1.07055
c1243	pop08	1.27265	1.56135	1.032	-0.4932	0.90985
c3009	pop03	3.62545	1.20072	4.36814	-0.07224	1.18541
c1736	pop08	0.89485	0.91249	0.65465	1.73279	0.26111
c4269	pop05	4.2441	3.57201	0.38928	3.31975	-0.37614
c3356	pop04	0.88978	4.79249	-1.81274	5.10389	-1.02994
c2692	pop02	5.37757	4.24138	-0.14674	1.36723	0.10792
c3715	pop04	2.0148	4.93299	1.67199	5.29574	1.08985
c4023	pop04	-0.97542	5.51871	0.94197	4.12192	0.59674
c3398	pop04	-0.11327	5.78209	0.11218	4.05478	0.5595
c2287	pop08	-0.73336	0.35749	0.00793	-0.35515	0.00838
c4504	pop05	3.18086	5.09387	-1.45974	3.77112	0.65275
c2530	pop08	0.0501	-1.41032	-1.60851	0.23363	3.5631
c4007	pop04	-0.1284	4.69215	1.3019	4.26966	-0.18367
c2871	pop02	6.57446	3.99739	0.6088	0.87731	0.39468
c2792	pop02	5.63191	6.62616	-0.95568	-0.98153	-0.66106
c0153	pop08	1.63874	-0.19176	0.58718	-1.2952	-0.22322
c1159	pop08	0.13962	-0.52368	-0.35806	-1.36207	-1.68314
c3530	pop04	1.3284	6.53285	0.59052	5.80677	0.46172
c4541	pop05	7.30573	6.69132	-0.96927	4.41137	0.09342
c4366	pop05	6.07631	5.26434	-0.21595	4.01575	2.51111
c3414	pop04	-9e-04	4.34829	0.54697	7.43553	-0.75685
c3093	pop03	4.43889	-0.92219	4.29617	-0.71782	0.13843
c1122	pop08	-0.36277	0.14796	-0.36761	1.84249	0.56884
c2756	pop02	3.78008	4.28945	0.71561	1.08596	-0.33638
c2607	pop02	3.95157	5.0537	0.65115	0.40234	1.31393
c0226	pop08	-0.65977	-0.33287	-0.41279	-0.58245	-0.40776
c1693	pop08	0.1318	0.38007	-0.13474	0.49312	-0.52338
c4062	pop04	0.00604	4.55995	-0.58362	4.95872	-0.36192
c4728	pop06	-0.47445	5.30881	6.83035	-0.9712	0.03886
c2346	pop08	0.33134	-0.41904	2.03132	-1.6687	0.81823
c0796	pop08	0.11053	-0.89107	0.69321	0.23957	-0.09456
c0874	pop08	0.26126	-0.20053	1.20258	0.75428	0.12625
c2478	pop08	-0.46311	-2.06263	-1.09356	-1.3278	-0.40127
c1783	pop08	0.50099	0.5181	0.53266	1.95479	0.90208
c4749	pop06	-0.11216	5.44579	5.69631	0.97801	1.66037
c2593	pop08	-1.19076	0.02615	-0.09735	0.86149	-0.3455
c4776	pop06	0.40898	5.01092	4.72086	-0.21626	-0.44915
c1311	pop08	-0.2386	1.18921	0.22346	-0.95423	1.8141
c0003	pop08	1.08444	-0.92009	0.51809	0.46683	-0.64806
c4325	pop05	4.55546	5.79491	0.12066	4.39018	-0.2218
c1808	pop08	-0.40276	-1.10248	-1.32008	-1.86753	0.31091
c4422	pop05	4.31107	6.26046	1.83845	6.71196	-2.23868
c2316	pop08	1.25137	-0.64604	-0.4644	0.68985	1.56379
c2113	pop08	0.72062	-0.79498	-0.13438	2.17817	1.13901
c3274	pop04	1.99617	6.16804	0.2234	4.57868	-0.38767
c0643	pop08	0.11959	-0.60575	0.57782	-0.84083	-0.24542
c2367	pop08	2.0238	-0.08593	1.30742	1.91395	0.99227
c2533	pop08	0.99545	0.7452	-0.59157	-1.02147	0.09411
c2984	pop03	3.58616	1.10745	4.34675	-2.14957	0.38981
c1682	pop08	-0.31064	-0.24328	-1.42093	0.28202	0.54873
c0615	pop08	-1.46286	-0.44704	1.19302	-0.44764	0.60767
c0334	pop08	0.55444	0.06375	-1.64818	-1.12947	-0.24128
c3438	pop04	1.06001	7.01645	1.21896	3.57794	0.19521
c4800	pop06	0.28921	5.35189	2.64026	-1.16777	-0.36829
c3447	pop04	0.0104	4.77202	1.03929	4.45856	1.89616
c0709	pop08	0.68081	1.652	-0.94775	-0.31901	1.38774
c4769	pop06	-0.01158	5.72934	5.35737	-0.14183	0.69671
c3442	pop04	-2.02526	5.35428	-0.61994	2.99226	-0.20739
c4115	pop04	0.20592	5.58008	0.16508	5.12831	0.39915
c1389	pop08	-1.00514	-0.35236	-1.06731	-0.53304	-0.51509
c2961	pop03	6.57204	0.01648	5.56978	0.09471	1.22882
c1522	pop08	0.76813	1.73427	-2.02645	-1.64332	-0.14722
c2722	pop02	5.56282	4.44416	0.70743	2.64646	-1.84035
c0379	pop08	0.50084	1.8097	0.30843	-0.82534	-0.94245
c2727	pop02	4.23676	3.90579	-0.63131	1.15052	0.94214
c2683	pop02	4.72357	7.13987	1.10239	-0.6893	0.28378
c3011	pop03	4.51933	-1.1826	5.02312	0.49249	0.26756
c3604	pop04	-0.49483	5.65428	1.07063	4.98233	1.19491
c3848	pop04	1.05027	5.06544	-0.10013	4.52921	-0.80296
c4548	pop05	5.59917	5.16533	0.55766	4.41565	-0.03933
c4570	pop05	3.69417	6.06253	-1.55632	6.66231	-0.3817
c3803	pop04	-1.16254	3.57051	0.55484	7.33704	-0.7912
c4954	pop01	-0.08724	-0.41821	2.10075	-0.00113	5.00329
c3728	pop04	1.83745	3.43625	-1.682	4.01574	-2.4929
c0575	pop08	-0.92494	-0.39204	-0.53921	0.05675	0.7156
c4597	pop05	6.15967	5.87056	1.01516	5.98319	1.73515
c1597	pop08	1.44667	-0.14779	1.11869	-2.58599	-1.42711
c4256	pop05	4.04561	5.9908	1.93327	5.55222	-0.00751
c4175	pop04	-0.22785	5.4773	0.11474	4.33851	1.94613
c2659	pop02	3.16629	5.55019	0.59653	2.70145	-1.85577
c0496	pop08	-0.04314	0.6604	1.1355	0.46338	0.66684
c3516	pop04	-1.33276	4.54245	1.17685	5.64794	-1.52972
c2699	pop02	5.50469	4.08398	0.75416	-0.54751	-0.40811
c0396	pop08	0.78939	0.87053	-0.8808	-0.52998	-0.2162
c2946	pop03	4.13394	1.70284	5.31089	0.79849	-2.54618
c1489	pop08	0.22343	-0.08953	-1.42971	0.14707	0.98475
c3743	pop04	0.18167	3.66548	0.57272	6.18469	-2.07456
c1110	pop08	-0.19254	-0.53122	-0.39805	0.21777	0.39933
c1629	pop08	-0.92412	0.31413	-1.05445	-0.4367	-0.61297
c4140	pop04	-0.0545	5.27295	-0.11406	5.53347	0.7106
c2521	pop08	-1.43162	-0.36677	0.89501	-0.54269	-0.58997
c3611	pop04	0.09142	4.04154	-0.58509	4.71834	0.64127
c0175	pop08	1.41126	-0.27933	-1.09598	0.13341	0.0943
c0179	pop08	0.23502	-0.67807	-1.07768	-1.30164	-0.50142
c2829	pop02	6.19334	5.91916	0.13965	1.08812	0.79633
c1069	pop08	-0.10832	1.50786	0.43982	0.52882	0.5904
c1129	pop08	0.90585	2.08202	-1.14449	0.94782	1.00623
c4552	pop05	4.83829	5.63739	0.22161	3.76721	-0.70687
c1813	pop08	0.59146	0.97194	-0.32367	-0.92364	-0.56698
c4491	pop05	4.98076	5.83868	0.03406	4.95312	1.9099
c0525	pop08	-0.67641	0.36448	1.84912	-0.15447	0.44188
c4441	pop05	3.81126	4.77676	0.22883	6.3411	-1.12181
c2901	pop03	5.54778	-0.94268	4.70355	-1.80742	1.29059
c2926	pop03	4.41674	0.6383	3.80393	1.10612	1.74523
c3336	pop04	-0.15883	5.00538	-2.42427	2.64881	1.95352
c2295	pop08	-0.58888	0.34983	1.16052	0.59293	-0.23986
c1697	pop08	-0.55663	-0.12653	-2.10647	0.25126	-0.03919
c2726	pop02	3.669	5.45714	0.56131	0.73146	-0.50221
c4307	pop05	3.97192	4.61186	-0.92332	3.70733	1.16725
c0963	pop08	0.75613	-0.92336	-0.33673	-1.09869	-0.76141
c3337	pop04	-1.04168	3.74638	-1.07223	5.44335	-0.07381
c1927	pop08	0.28252	-1.42168	0.49802	-1.62546	0.89438
c3691	pop04	0.44458	4.96179	2.00222	3.21405	0.23555
c3934	pop04	-1.07751	4.96938	-0.64916	5.13801	-2.33006
c4363	pop05	6.40752	6.3972	0.01116	4.2158	0.53941
c4069	pop04	-0.67573	5.29468	0.9301	4.46729	1.60535
c1146	pop08	1.03685	0.72649	-1.2191	-0.37637	0.43374
c0995	pop08	-1.81226	-0.13967	-0.33667	-0.09435	0.3901
c3517	pop04	0.05537	4.36683	1.16186	5.94038	-0.67889
c0735	pop08	-0.30434	1.54948	0.21169	0.51368	-0.90898
c3727	pop04	0.12351	4.58967	0.44638	6.66899	-0.54142
c4321	pop05	5.3176	3.95102	0.53254	4.93776	1.03905
c2212	pop08	2.02384	-0.271	2.14958	-0.53779	-0.46739
c0177	pop08	-1.12376	-1.07064	0.46981	0.66516	-0.28222
c2777	pop02	4.8462	3.95179	2.03139	0.41739	-0.26308
c3688	pop04	0.82817	3.97809	-1.7644	4.49645	0.94844
c0692	pop08	0.67904	1.96291	0.27675	0.79442	1.28982
c4396	pop05	3.7204	3.05635	0.30023	4.24375	-0.22492
c3022	pop03	5.50497	-0.90137	3.91371	0.75525	0.43926
c3837	pop04	-0.35924	4.45499	0.52541	4.6062	1.46174
c1073	pop08	-1.70411	-0.0875	1.62027	-0.33737	-0.71187
c3826	pop04	0.46115	5.05078	-0.16784	6.57002	-0.40124
c3513	pop04	0.12089	5.29497	-0.25069	5.97753	0.0717
c2715	pop02	4.5292	5.15098	-0.52221	-0.51074	-0.96047
c0925	pop08	-0.67375	-0.51661	-0.25052	0.53801	0.87735
c0264	pop08	-1.76326	1.10835	0.67297	0.9324	-0.60276
c2771	pop02	5.5203	6.01317	-1.4832	-1.80444	0.41915
c3561	pop04	-0.12362	4.32409	-1.60554	4.9693	-1.4131
c0880	pop08	-0.53794	0.09446	0.73147	-0.70065	-0.56983
c2947	pop03	5.24285	0.62963	5.05805	-0.76826	0.72738
c1784	pop08	-0.10558	0.96211	1.76748	0.16076	1.56552
c1713	pop08	-1.8229	-0.60651	0.2958	1.51436	-0.50422
c0267	pop08	-0.23865	-1.82115	1.08051	-0.16146	-0.11575
c4678	pop05	6.14933	4.7642	-0.34383	5.90374	-0.14978
c2437	pop08	-0.33203	0.44309	1.74099	-0.92152	-0.33499
c3608	pop04	-1.53154	5.40347	0.48453	4.41559	0.8193
c3704	pop04	-0.8734	5.38201	-1.058	4.75173	0.12559
c0054	pop08	-1.01496	-0.10755	-1.0358	0.08951	-0.67201
c2531	pop08	-0.21038	-0.43851	0.77279	-0.43394	1.02251
c1333	pop08	1.27918	-0.01528	-0.12796	0.09232	-1.23646
c0171	pop08	1.70433	0.08629	-0.93066	-0.10138	-1.1923
c1583	pop08	-0.88798	1.31153	0.04488	-0.42889	-0.50838
c1181	pop08	-0.72049	0.88099	1.05214	0.84768	-0.3217
c4299	pop05	4.63013	5.3647	-0.81389	4.31412	0.85245
c4197	pop04	-1.07084	4.28067	0.80864	4.03531	0.44808
c2718	pop02	4.54492	7.1351	0.65353	0.04984	1.02278
c4255	pop05	7.37563	7.73287	0.10418	6.36935	-0.2329
c3872	pop04	-1.3272	3.64967	-1.0238	4.22944	-0.31278
c0529	pop08	-0.0274	0.18865	0.60586	-0.28368	1.55072
c2628	pop02	5.20555	4.29977	0.51812	-0.4073	-0.83042
c1573	pop08	-0.939	-0.43046	-1.25813	-0.05143	2.832
c2973	pop03	5.95666	-1.16284	5.00419	1.34371	-0.85635
c2811	pop02	5.81207	4.58635	0.34301	0.31327	-0.16501
c4801	pop06	0.63815	5.42921	2.92161	-0.31898	-0.80472
c2753	pop02	4.33534	4.77565	-0.08111	0.44082	-0.875
c0538	pop08	0.51588	0.107	-0.51413	-1.68464	0.0381
c1237	pop08	0.40854	1.07843	-1.27267	0.39659	0.77221
c0767	pop08	-0.11342	0.682	1.48204	0.23814	-0.13163
c0749	pop08	0.10973	1.0974	1.59706	-0.19057	0.13526
c2465	pop08	0.82343	0.28374	0.87124	0.24376	1.69504
c1886	pop08	-0.20812	0.40041	-0.5179	0.07954	-0.6357
c1711	pop08	-0.79092	-1.19492	-0.00146	1.0798	1.35233
c4589	pop05	3.83637	5.63675	-0.28025	4.73392	0.75201
c0918	pop08	-1.758	-1.73925	-1.94302	0.6603	0.58881
c2238	pop08	-0.66338	-0.72351	0.198	1.03541	-0.21855
c1735	pop08	-0.05168	-1.22132	0.74724	-0.92129	0.42651
c1134	pop08	0.19656	-0.91844	-1.07401	-0.37495	-0.84626
c3525	pop04	-1.15544	5.03571	0.83268	5.7787	1.44685
c1348	pop08	-1.33738	-1.41368	-1.40594	-1.59839	-1.39336
c0343	pop08	0.95532	0.02344	0.49665	-1.07461	0.02505
c4153	pop04	-0.6222	5.55249	-0.03066	3.59658	0.70396
c1661	pop08	1.67255	0.38997	0.60342	-1.25718	0.5709
c1436	pop08	-0.50813	0.10128	-0.66104	1.21998	-1.28637
c2914	pop03	5.41323	0.01521	6.84753	0.49452	-0.91485
c3407	pop04	-0.75844	6.3777	0.8775	6.54416	-0.1948
c2121	pop08	1.56004	0.30178	-1.22992	0.08703	0.49891
c4071	pop04	1.05658	7.04746	-0.72532	1.93464	3.18944
c0219	pop08	-0.30472	1.05152	0.1304	-0.88621	0.8426
c2940	pop03	4.29038	1.63106	4.50584	-0.30358	0.57058
c3614	pop04	-1.60082	4.90947	-1.14077	4.63447	-0.97857
c1474	pop08	-0.83947	0.34067	-0.16426	0.12316	0.47541
c4076	pop04	-0.76853	4.86916	-0.71399	3.71309	-0.50708
c2118	pop08	-0.71447	1.82212	1.13711	0.51315	-0.47689
c4138	pop04	0.97876	4.38259	-0.81985	4.00834	0.6134
c1361	pop08	-0.49748	-1.00904	0.65367	1.12494	0.26511
c2619	pop02	4.59828	3.57006	-0.14349	-1.48596	0.25841
c4881	pop06	-0.19834	2.71632	5.57916	-0.0473	-0.19262
c2654	pop02	5.08524	5.12219	-1.36968	-0.04932	-2.03089
c1925	pop08	0.08997	-1.84404	-2.01094	-0.25251	-0.39259
c2446	pop08	1.36527	-1.43904	0.23529	-1.23262	-0.45268
c4102	pop04	-0.7595	4.87187	-0.11345	3.65373	-0.69815
c3643	pop04	-0.11485	4.87891	0.20959	2.79081	0.00116
c1254	pop08	-0.10568	0.05422	-1.33851	-1.48517	-0.24369
c3681	pop04	0.31123	4.29949	1.11503	5.37771	-1.71076
c4879	pop06	-1.07592	4.13057	4.65157	2.25468	0.38353
c1480	pop08	1.3043	0.82197	-1.04934	-1.23641	0.62366
c4772	pop06	1.21509	5.79301	4.61632	-0.81464	0.10835
c0819	pop08	-0.56821	-0.42196	0.23005	-1.34816	-1.33453
c2222	pop08	0.4899	0.58876	0.0377	-1.20375	0.19185
c4040	pop04	-0.80611	5.1833	-1.13412	5.54443	-0.95841
c1338	pop08	0.135	1.06922	-1.1494	0.40694	0.63767
c4871	pop06	-0.61821	4.80397	4.52016	-1.48	0.8239
c4574	pop05	4.32268	6.41645	0.80017	5.93359	0.32121
c3852	pop04	-1.19674	5.14199	1.65685	6.53558	-1.47304
c2229	pop08	0.52047	-1.01905	-0.34124	-0.53884	0.77688
c3502	pop04	-0.87802	6.05886	0.56152	4.71976	0.11327
c1031	pop08	1.04754	0.44325	-0.45713	-1.21107	0.15028
c2988	pop03	4.5709	-1.20055	6.00915	-0.19751	0.29074
c3742	pop04	-0.42747	4.98614	0.64633	3.63694	-1.5614
c1957	pop08	1.79691	0.86719	0.19703	-1.87013	-1.4424
c0741	pop08	0.67821	1.80896	0.10051	0.74573	-0.22647
c2211	pop08	-0.27467	0.20141	0.53417	-0.31725	-1.17347
c4727	pop06	-0.20599	3.14616	5.43385	-0.27993	0.54423
c0145	pop08	0.51376	-1.26882	0.08521	0.7768	-0.95677
c1121	pop08	-2.93048	0.45903	0.0787	0.00865	-0.3584
c4628	pop05	4.52828	5.30903	0.53044	2.69781	-0.47108
c2670	pop02	3.8817	4.78488	0.52536	-0.80737	1.09681
c4669	pop05	6.60176	6.23345	-1.04828	3.50539	1.45525
c3539	pop04	-0.22059	4.73417	0.48024	4.56326	0.53595
c0214	pop08	-1.60708	1.11413	0.78928	1.44523	-0.55084
c1310	pop08	0.04153	0.41827	-0.92476	0.8431	-1.49846
c2220	pop08	0.10262	-0.01453	-0.10396	-0.20774	0.41532
c3079	pop03	3.81132	0.87044	4.14495	0.51607	-0.35753
c4778	pop06	0.83684	4.99855	5.36816	-1.39531	0.3473
c2015	pop08	-1.27334	-1.12001	0.79788	-0.45369	0.61018
c3159	pop03	3.65921	0.56964	5.18775	-0.53377	0.19693
c0555	pop08	0.1702	0.07163	1.27632	1.35938	-1.10583
c4045	pop04	1.38886	4.81349	-0.16327	3.87906	-0.03834
c1704	pop08	-1.02172	0.27333	-0.47769	-0.66874	1.15893
c1078	pop08	-0.93363	0.73773	-0.94495	-0.7036	-0.05673
c4099	pop04	0.26006	4.00288	-0.90407	4.77675	1.60181
c3641	pop04	0.59677	5.85813	1.05888	3.65067	0.08652
c1796	pop08	2.04794	-0.5093	1.32009	0.26711	-1.44687
c3855	pop04	-0.21115	5.16693	-0.39233	7.15735	1.6299
c0894	pop08	0.66266	1.51937	1.61583	-0.06713	0.75076
c4106	pop04	-0.77088	3.50455	1.94135	6.73086	-0.88702
c2067	pop08	0.93121	-0.54175	0.21862	-1.24901	1.42665
c4735	pop06	-0.24712	5.24626	4.63512	0.69579	-1.13628
c4411	pop05	4.28113	5.55188	0.07218	3.73573	0.24282
c4659	pop05	4.73755	4.53869	0.30955	6.09702	0.43998
c3584	pop04	-0.24342	5.94729	-0.72692	4.5722	-0.17239
c1416	pop08	0.22576	-2.19049	-0.73114	-0.25656	0.89119
c3770	pop04	-2.11138	3.66074	-1.4668	5.01338	-0.44747
c0120	pop08	-0.02628	1.32546	0.91033	0.46032	-0.63207
c2329	pop08	0.96012	-1.57713	0.37336	-0.13054	1.58893
c2065	pop08	1.69111	-0.03815	2.30145	1.48449	2.1711
c3784	pop04	0.48369	5.71329	-0.23692	5.07642	1.48865
c2098	pop08	0.94184	-0.50836	1.02254	0.76926	0.20166
c0958	pop08	-0.21133	-0.19197	0.68612	-1.56818	1.2606
c2193	pop08	0.54761	-0.98746	-0.50581	1.04901	-2.31153
c0042	pop08	-1.06864	0.58651	0.58501	0.12511	-1.02015
c0381	pop08	-1.83498	1.03671	-1.9092	0.11319	1.50472
c1372	pop08	1.13451	0.89626	-1.72917	-1.18823	-0.31087
c2347	pop08	0.17377	-1.44473	-2.43822	1.27106	-0.41341
c1304	pop08	0.44514	1.26979	-0.05438	-0.20932	-0.55229
c3183	pop03	3.54795	-0.03364	2.9357	0.6842	-0.99436
c0045	pop08	-0.99434	-0.86198	-2.19833	-1.00377	0.11986
c4692	pop05	4.99277	3.20588	-0.73237	5.89295	0.87102
c3065	pop03	5.20501	1.47652	5.55665	-1.56705	0.63452
c2003	pop08	-0.11074	-0.58405	-0.34059	-0.17948	-0.81322
c4982	pop01	0.89848	-1.27582	0.77963	0.17135	4.44115
c0501	pop08	0.98478	-0.4574	0.05605	0.27569	-0.75748
c1764	pop08	0.58677	-0.10891	1.69171	0.52146	-0.86207
c4960	pop01	-1.25003	-0.36605	-0.32886	-1.30291	4.75265
c0242	pop08	0.4134	-0.66794	0.59045	-1.93279	1.61235
c2439	pop08	0.38537	-0.38205	2.21607	-0.55334	-0.73187
c3038	pop03	5.61949	0.81025	3.69101	-0.47952	1.18413
c4186	pop04	-1.57112	5.58602	1.73521	6.89674	2.07093
c4163	pop04	0.38508	5.95527	1.44276	6.00673	-1.19009
c0502	pop08	-1.22474	-0.06903	-0.01062	0.41724	2.00191
c0815	pop08	2.35782	-0.10997	0.25365	-0.04985	1.74564
c0801	pop08	-1.02393	-0.36869	1.01687	0.28795	0.16007
c1951	pop08	-2.27044	1.57048	-0.40399	-0.93264	-0.52239
c4535	pop05	5.59535	5.23588	-0.54564	6.34262	0.14336
c4173	pop04	1.11566	5.67481	1.13121	4.87398	-1.68308
c4593	pop05	5.51747	4.672	-0.36384	4.51298	-1.47964
c3531	pop04	-1.55636	4.07045	0.6851	5.21319	-0.09362
c0433	pop08	-0.80994	-1.03873	-0.18628	0.23689	0.95012
c4159	pop04	1.69037	3.76604	-0.10209	3.9334	0.35424
c0023	pop08	-0.44055	-0.18522	1.07398	0.55975	-0.64323
c4850	pop06	0.84553	3.49684	5.86346	1.28867	-1.26857
c4214	pop05	4.56482	5.09079	-0.38464	5.61646	-2.23766
c1879	pop08	0.84923	1.33262	0.36741	1.35	1.77196
c1469	pop08	0.40977	0.94838	1.09315	-1.80577	2.04592
c4996	pop01	-1.19643	0.01974	2.38504	0.43476	3.85082
c4275	pop05	4.76549	5.27162	-1.18398	3.74012	0.63371
c3947	pop04	-0.55355	4.51665	0.69045	4.2232	-0.17904
c0053	pop08	-1.10889	1.09936	-0.85902	-1.62261	1.11742
c0424	pop08	0.16606	-1.68261	1.56177	0.66677	1.22347
c2309	pop08	-0.21176	-0.89116	0.11254	0.19432	-0.58686
c2648	pop02	4.45953	6.45396	0.15108	0.33733	0.13481
c3385	pop04	0.03024	2.78598	0.70224	3.83016	-0.16791
c2054	pop08	-0.51143	0.00509	-0.37841	0.38965	-0.68527
c3441	pop04	1.64015	6.29157	1.34252	6.67595	-0.90271
c4211	pop05	3.6146	6.43762	1.0964	4.49216	0.04413
c3953	pop04	-0.64982	4.6095	-0.17261	4.35488	-0.60531
c4981	pop01	-0.62513	-0.82068	-1.20306	-0.81372	3.92753
c0421	pop08	-1.23686	1.68078	0.69513	0.33133	0.4616
c0280	pop08	0.31905	-0.91732	1.1111	0.71329	-0.64374
c0798	pop08	-0.54222	0.89952	0.27624	0.27431	0.54043
c4967	pop01	0.5263	-0.70414	1.31357	-0.05388	3.67251
c0004	pop08	-2.3457	-0.28734	0.14092	0.85325	0.26103
c2060	pop08	-0.82534	0.98124	-0.99086	-1.58392	-0.1256
c2788	pop02	6.69783	5.11666	-0.74157	-0.56901	0.02435
c0854	pop08	1.39906	1.4164	-0.00193	-1.1194	0.70347
c2825	pop02	4.46308	5.23514	-0.57082	-0.29597	0.48141
c2349	pop08	-1.169	-0.97737	-1.06456	1.9169	0.19263
c3162	pop03	6.06279	0.77908	3.51798	2.49209	0.4964
c1663	pop08	-0.97667	0.42976	-0.27963	0.35652	-1.36489
c4948	pop01	-0.08551	0.70406	0.80966	-1.03886	4.49015
c1056	pop08	0.38765	0.93792	0.35679	-1.63582	-0.12692
c3762	pop04	0.55902	5.46843	-0.34088	5.38278	1.11285
c2936	pop03	3.29011	1.64864	5.19591	0.92374	0.31055
c3889	pop04	-0.33668	4.41222	-0.85666	4.40905	0.93752
c1570	pop08	-0.05005	-0.70746	-0.36849	-0.96684	0.38988
c2609	pop02	4.87975	4.81513	0.0221	-0.69948	0.61031
c4739	pop06	-0.78158	4.96038	5.56796	0.93378	-0.71345
c2746	pop02	5.08549	5.41561	1.64212	-0.70343	-1.33401
c0017	pop08	-0.51101	-0.20246	1.12036	-0.61286	-0.44497
c2447	pop08	-1.09353	0.74512	-0.79206	0.91723	0.15873
c1190	pop08	0.64839	-0.96979	0.54143	-0.87455	1.26566
c2586	pop08	-0.40886	-0.85802	0.7036	1.10282	-1.46239
c3926	pop04	-0.32036	4.56652	-0.57289	5.17887	-0.56391
c2427	pop08	-1.41674	0.20341	0.04436	0.2536	1.85888
c3382	pop04	1.95704	4.62203	-0.93732	5.24143	-0.51066
c4737	pop06	-0.55061	3.85672	3.81785	-0.57819	-0.49821
c3756	pop04	0.30584	5.14905	2.13442	3.58557	0.43481
c3617	pop04	-1.10842	4.9841	0.11801	2.31019	-1.09553
c3540	pop04	-0.6689	6.78748	1.59371	6.20596	0.55223
c0305	pop08	0.02363	2.1944	-2.50551	-1.16403	-2.19504
c4877	pop06	0.30789	4.25946	4.08832	-0.61183	0.30861
c2158	pop08	1.0516	-1.15236	-0.84831	1.10283	-1.20066
c0279	pop08	-0.00617	-0.31611	0.40504	-0.01263	2.39352
c0947	pop08	0.32289	-0.47156	-0.631	-1.25111	0.77596
c2455	pop08	1.11468	1.01793	1.75631	-0.84011	-1.05548
c4637	pop05	5.3275	6.10193	-0.0879	4.83558	0.79898
c3988	pop04	-0.56509	5.96851	0.70856	6.98562	-1.98817
c0239	pop08	0.02952	-1.00691	-0.41036	-0.46046	0.56612
c0002	pop08	0.27743	0.34717	0.62717	-0.50086	-0.9552
c1223	pop08	0.7513	0.66959	1.12102	-0.41864	0.26217
c0917	pop08	1.87467	-1.03002	0.67064	-1.05338	-0.1334
c2903	pop03	4.2935	-0.40104	4.61047	0.06137	-1.16041
c3645	pop04	-0.90338	5.26163	0.50571	6.39139	1.30931
c0126	pop08	0.08006	0.3178	0.15419	-0.06925	6e-05
c2955	pop03	3.17284	2.19681	5.94866	0.98972	0.96663
c0703	pop08	-0.20899	-0.33727	1.08253	-1.33204	1.23663
c3306	pop04	0.55795	7.50479	-1.07788	6.71775	1.18974
c0614	pop08	0.13318	1.03215	-0.12098	2.08129	-0.7907
c2846	pop02	5.46962	2.80212	1.22877	0.50931	-0.33142
c2189	pop08	-0.1318	-0.67968	-0.0246	0.30327	-0.26105
c2966	pop03	5.89572	1.86668	4.36956	0.67386	-0.87559
c1113	pop08	-0.02435	-0.96842	0.55078	0.59383	1.50776
c2127	pop08	-0.17772	0.1876	-0.47851	-1.22029	-0.08904
c4649	pop05	5.16932	5.94231	0.52176	5.99474	0.65471
