id	pop	Mrk1	Mrk2	Mrk3	Mrk4	Mrk5	Mrk6	Mrk7	Mrk8	Mrk9	Mrk10	Mrk11	Mrk12	Mrk13	Mrk14	Mrk15	Mrk16	Mrk17	Mrk18	Mrk19	Mrk20	Mrk21	Mrk22	Mrk23	Mrk24	Mrk25	Mrk26	Mrk27	Mrk28	Mrk29	Mrk30
c4321	pop05	5.3176	3.95102	0.53254	4.93776	1.03905	-1.12102	0.95801	-0.28638	-1.76568	-2.39828	-0.50084	-0.24789	-0.21092	-0.56905	-0.63306	1.58468	0.11467	-1.68196	1.15203	-1.0854	-0.21732	-0.43267	0.8748	0.6834	2.32912	1.18164	-2.28971	1.25219	-0.15951	1.10991
c2777	pop02	4.8462	3.95179	2.03139	0.41739	-0.26308	-0.7085	-1.2257	-0.59629	-1.3391	0.74805	-1.36913	-1.85741	-0.9352	1.05396	-0.02347	-0.30823	1.29466	1.29475	-1.05187	-0.72678	0.21821	2.07321	-0.00599	0.81781	-0.02874	-0.60746	0.07064	-0.44694	-0.46669	0.65455
c3688	pop04	0.82817	3.97809	-1.7644	4.49645	0.94844	-0.34983	0.4461	-0.10439	-0.33075	0.6468	0.81149	1.68203	-0.25341	1.27509	0.46638	-0.6304	-0.59997	1.44288	0.70918	-0.50978	-0.62428	-0.02082	-0.054	1.53665	-0.05766	-0.23031	1.06547	-0.55154	-1.43078	-0.1507
c3513	pop04	0.12089	5.29497	-0.25069	5.97753	0.0717	1.21285	0.21467	0.85552	0.07085	0.3737	0.26144	1.51055	-0.01196	0.51765	0.50447	1.35128	-0.43126	0.24965	-0.52661	2.34725	-1.01847	0.36342	-1.38681	1.05786	-1.13177	1.79323	-2.27252	1.82781	0.29779	-0.31428
c2715	pop02	4.5292	5.15098	-0.52221	-0.51074	-0.96047	0.45398	1.82507	-0.99501	2.90886	0.95841	-0.01274	0.24954	-0.28465	0.05328	-1.60553	0.31264	1.05673	0.27108	-0.45034	1.67003	0.01035	0.3113	-1.61747	-0.13763	-0.73295	-1.97943	0.14955	1.77783	-2.36348	0.7982
c2771	pop02	5.5203	6.01317	-1.4832	-1.80444	0.41915	1.41786	-0.40118	-0.01884	-0.96755	-0.86918	1.34273	2.14859	-1.80992	-1.54331	-0.53199	-0.32299	-0.80341	0.00833	-1.33116	-1.62803	1.5667	0.3941	-1.46642	-1.59763	-0.92913	0.99275	0.26526	0.25586	-0.7492	0.6064
c2947	pop03	5.24285	0.62963	5.05805	-0.76826	0.72738	0.38747	-0.13267	-0.82092	1.75733	1.39492	-1.32703	0.5342	0.10708	-0.32781	-1.60889	-0.0517	-1.05479	2.08645	-1.0451	-0.66398	-0.94082	1.34305	-1.65048	0.52415	-2.67958	1.01588	-0.75667	0.37101	-0.56051	-0.22402
c1713	pop08	-1.8229	-0.60651	0.2958	1.51436	-0.50422	0.06914	-1.37357	-0.75428	1.61345	-0.67723	-0.61033	-0.60269	-0.62546	0.61328	0.25131	-0.16648	-0.15149	0.01248	1.11506	0.01709	-0.45416	0.83764	-0.77563	1.76734	-0.8225	0.3409	0.94568	-0.50898	0.26836	-0.97569
c4255	pop05	7.37563	7.73287	0.10418	6.36935	-0.2329	-0.43755	0.35861	0.60438	-1.24646	0.25485	0.52992	-0.5934	-0.72981	-0.7506	0.00322	-0.13134	-0.25776	-0.23236	-1.33823	-0.7447	0.77444	-0.51508	0.39036	-0.35904	0.32405	1.17514	-1.06734	-0.40733	-0.26497	-0.21325
c2811	pop02	5.81207	4.58635	0.34301	0.31327	-0.16501	1.08658	-0.31499	1.21157	0.33762	0.00253	0.12317	0.86544	0.225	2.05977	0.56251	-0.85778	1.37169	0.29834	0.57372	-0.42692	-0.29982	0.34061	-0.77089	-0.1452	1.16666	0.66834	-0.22776	0.93418	0.15808	0.74937
c2940	pop03	4.29038	1.63106	4.50584	-0.30358	0.57058	-0.13128	-0.61743	1.00984	0.65203	-1.8483	-0.37355	0.20939	-0.17763	0.66688	-0.69647	-0.37555	0.55834	0.9296	0.43672	1.19261	-0.09157	-1.31387	-0.00036	-0.12711	-0.32154	1.11842	0.38509	0.34016	-0.36329	1.9219
c2619	pop02	4.59828	3.57006	-0.14349	-1.48596	0.25841	1.30019	0.64917	0.36302	1.07965	-1.02108	0.58961	1.3191	0.27371	0.09311	-0.91125	1.15194	0.7842	-0.62588	-0.93674	0.08062	-0.07267	-0.73145	0.83188	0.09983	0.3876	-2.08871	-0.52869	-0.70586	0.1343	-0.43388
c4881	pop06	-0.19834	2.71632	5.57916	-0.0473	-0.19262	1.88489	-0.98522	0.96145	0.47823	-0.26294	0.47004	-0.69881	0.20188	-0.53963	1.18204	1.3529	-1.16455	1.36865	-0.38325	0.74205	1.39626	1.28501	-0.11218	-1.64414	-0.72207	-0.67344	1.64549	-0.1497	0.20303	0.23349
c0819	pop08	-0.56821	-0.42196	0.23005	-1.34816	-1.33453	0.20282	-0.81028	1.68303	0.45483	-0.04749	-0.99511	-0.59431	-1.52288	-1.36128	-1.44258	0.19956	0.42779	0.09573	0.13445	1.19345	-0.9038	-0.58154	-0.50004	2.00126	0.87679	0.31578	0.56433	0.35141	0.61924	-0.46944
c4040	pop04	-0.80611	5.1833	-1.13412	5.54443	-0.95841	-0.26447	0.95796	1.09589	-0.14311	-0.15491	-1.02982	0.36092	-0.58267	-0.458	-0.07288	-0.72658	-0.40124	0.53257	-0.30406	0.64947	-0.5251	0.31082	0.49651	-0.01821	0.84731	-0.28681	0.16492	-1.03102	-0.90926	0.77913
c4871	pop06	-0.61821	4.80397	4.52016	-1.48	0.8239	-0.00321	0.27542	0.41214	1.73359	0.66748	-2.75511	-1.07434	-0.01994	0.23644	-0.38887	-0.19513	-0.01665	0.73122	1.98063	0.73286	-1.15028	-0.28934	0.25806	1.32227	-0.32944	0.62385	0.32029	0.84184	1.13039	-0.11471
c2988	pop03	4.5709	-1.20055	6.00915	-0.19751	0.29074	-0.26563	0.81531	-0.46857	1.16286	-0.11436	-0.93542	-0.44513	1.7416	2.38411	0.07283	0.87731	0.29719	-1.22029	1.31483	0.72592	-1.03889	-2.13389	-0.31226	-1.75369	-0.62138	2.03383	0.08378	-0.49582	0.27087	0.85412
c4727	pop06	-0.20599	3.14616	5.43385	-0.27993	0.54423	-0.30968	-1.45238	-1.09542	0.26922	-0.23134	2.09012	-0.96574	-0.68713	-0.17395	-1.27354	0.16989	1.01248	0.0327	-0.47393	0.354	-0.20909	-0.60623	0.36885	-1.84057	0.34592	-0.106	0.30226	1.71496	1.19646	-0.6704
c0214	pop08	-1.60708	1.11413	0.78928	1.44523	-0.55084	1.1626	0.93597	0.00344	0.91665	-0.871	0.50239	-1.04395	0.32178	-0.37311	0.92766	0.22384	0.90371	0.90216	1.09983	-0.04175	-0.75732	-0.19783	1.61515	2.37337	-1.20051	-0.99974	-0.89187	0.71565	-0.76931	-1.29396
c4778	pop06	0.83684	4.99855	5.36816	-1.39531	0.3473	0.2059	0.3259	0.93263	0.12667	0.35627	-0.22555	2.0147	0.10466	0.54093	-0.7961	-1.63887	-0.9859	-0.04436	0.12722	0.64651	0.41423	0.34027	-1.43131	2.44475	1.68743	-0.48195	0.6467	-0.44771	-1.2631	1.47336
c3855	pop04	-0.21115	5.16693	-0.39233	7.15735	1.6299	1.15256	0.34417	2.07306	-0.30857	0.43606	-0.06979	-1.055	-0.53494	0.51771	-1.61465	-1.24111	0.30748	-0.33098	0.66792	-0.04463	1.47876	0.01728	-1.61776	0.01293	1.2599	0.57835	-0.52486	0.64466	0.11415	0.92264
c4735	pop06	-0.24712	5.24626	4.63512	0.69579	-1.13628	-0.49084	0.19514	0.06601	0.91628	0.79951	-0.69251	1.2769	-1.23442	0.01261	-0.31597	-0.6657	0.26524	-0.04166	-1.09235	-0.85074	1.52888	0.06838	1.39423	-0.96856	-0.30131	-0.05615	0.46763	0.0876	-0.53221	1.14784
c3065	pop03	5.20501	1.47652	5.55665	-1.56705	0.63452	-0.24701	-0.27072	0.2603	-0.68656	-0.85411	0.48715	-1.0887	1.80915	0.71502	1.19741	0.11402	-1.45775	0.08519	-0.83767	-1.76872	-0.03641	1.79691	-0.95655	-0.62952	1.43091	0.70766	0.39709	-2.11132	1.4533	1.61548
c4982	pop01	0.89848	-1.27582	0.77963	0.17135	4.44115	-1.06171	1.12283	0.33306	0.98879	0.27055	-0.18121	-0.63016	0.05777	0.55812	0.39603	-0.24891	0.9031	0.0096	1.1778	-0.50867	-0.80013	-1.49497	-0.90758	1.65777	-0.1225	0.6409	-0.90024	0.20907	-1.75839	-0.86465
c4960	pop01	-1.25003	-0.36605	-0.32886	-1.30291	4.75265	-0.22786	-1.08668	0.34544	-0.29636	1.02061	0.57903	0.42613	-0.66779	0.76677	-0.05776	0.22311	0.31227	0.69684	-0.91212	0.96537	-2.55862	-2.62925	0.14117	-1.16623	-2.26662	1.88275	-0.49392	0.4485	1.49217	-0.4897
c4186	pop04	-1.57112	5.58602	1.73521	6.89674	2.07093	0.52385	0.15191	-0.95459	-0.26519	0.99432	1.90336	2.2529	-0.01661	2.21276	-0.65606	1.13841	-0.87959	0.8253	1.4738	0.89182	1.59676	-0.86847	0.58551	0.49029	-0.27867	0.6196	1.1128	-0.21566	-0.39458	0.06539
c4535	pop05	5.59535	5.23588	-0.54564	6.34262	0.14336	0.8857	0.2169	0.44344	0.75735	0.31196	-1.51635	-0.21141	0.73102	-0.36246	-0.42588	-1.19793	1.33537	1.83482	-0.43755	0.45642	-1.76192	0.25829	-0.34584	-0.38962	0.63358	-0.84347	-0.06485	-0.67325	-1.36136	1.12563
c4173	pop04	1.11566	5.67481	1.13121	4.87398	-1.68308	0.06104	-0.63146	-0.46085	1.3496	-1.51328	0.22893	0.56617	-0.11434	0.23959	-0.17865	0.31234	-0.21305	-1.47902	-0.35687	-0.5681	1.16082	-1.23903	-0.34441	0.8995	0.80562	0.44201	0.23128	-0.71545	0.29608	-0.1286
c4996	pop01	-1.19643	0.01974	2.38504	0.43476	3.85082	-0.87708	1.84098	1.07692	-0.37166	0.84549	-1.04419	-0.73791	1.38787	-0.766	1.64429	-0.31903	-1.47292	-0.90463	-0.10161	-0.66675	0.4634	0.26056	0.03101	0.36818	0.18435	0.19634	1.10654	-0.29593	1.12145	-0.26136
c2648	pop02	4.45953	6.45396	0.15108	0.33733	0.13481	-0.62155	0.09822	1.18469	-0.91033	-0.00097	-0.99464	-1.44975	-0.48833	1.06048	-0.96608	-0.61717	0.61473	0.25331	0.60722	0.29345	-1.56788	1.69116	1.11526	-0.00115	0.32334	0.48569	-0.91593	-0.99197	0.90054	-1.54059
c4981	pop01	-0.62513	-0.82068	-1.20306	-0.81372	3.92753	-0.99725	-0.49279	0.03899	-0.36049	-2.00431	-0.65314	0.27677	-0.43969	-0.90515	0.47658	-0.37937	-0.7594	-1.49743	1.16275	1.88206	0.79029	0.43567	1.79092	-0.84408	-1.14664	0.05677	0.64002	-0.12406	1.75191	0.07634
c4967	pop01	0.5263	-0.70414	1.31357	-0.05388	3.67251	0.49571	-0.2686	-0.86267	-1.32891	0.04037	-1.60547	-1.2287	0.75011	1.81892	-0.32879	-0.42418	1.30699	0.18393	-1.2157	2.13893	0.2744	-0.3339	-0.61601	0.59245	0.59201	-0.34874	-1.18172	-0.33797	-2.0388	-0.00603
c4948	pop01	-0.08551	0.70406	0.80966	-1.03886	4.49015	2.55978	1.42317	2.08216	-0.6101	-0.21196	-0.76715	-1.65569	-1.6495	-1.0114	1.03454	-2.07006	-1.26779	0.15964	-0.88442	-0.49921	-0.64552	0.4802	-1.76564	-1.02533	-0.26977	0.72988	-1.02845	0.00492	-0.99884	-1.37709
c2936	pop03	3.29011	1.64864	5.19591	0.92374	0.31055	-1.34961	-0.08634	1.0056	0.1195	-1.46812	-1.24927	-0.43609	2.17377	-0.03212	-0.15499	-0.1089	1.05876	0.51272	-0.49017	-0.35384	-0.28795	-0.72947	0.14181	0.26028	0.64146	0.16664	-0.82771	-0.37337	-0.68095	-0.77052
c4739	pop06	-0.78158	4.96038	5.56796	0.93378	-0.71345	-0.251	-0.36244	-0.28337	0.71876	-0.09905	0.29066	-0.14992	-0.60816	-0.54535	-0.8008	-1.2216	0.22805	-1.33129	0.57745	-1.17927	-0.83119	-0.96047	0.12949	-0.73939	0.31909	0.62466	-1.57869	-0.61314	-0.09755	-0.53798
c2586	pop08	-0.40886	-0.85802	0.7036	1.10282	-1.46239	-1.62856	0.60466	1.03111	1.43374	0.24799	1.61866	-0.65484	-0.22842	0.10711	0.02484	1.67727	-1.0376	0.61884	-0.14412	0.74746	-0.23286	-0.8733	0.70127	-1.62128	0.94745	-0.47213	0.11997	-1.4608	-2.17941	-0.9776
c4737	pop06	-0.55061	3.85672	3.81785	-0.57819	-0.49821	0.24054	0.78899	-0.24548	1.34567	-1.16073	0.64891	0.87271	0.45308	-1.09739	-2.16552	0.77257	-0.36593	0.47885	-2.22206	-1.07909	-0.55981	0.40142	-1.19222	-0.87861	-0.44606	-1.35039	-0.16463	1.43734	-1.19962	-0.60109
c4637	pop05	5.3275	6.10193	-0.0879	4.83558	0.79898	-1.00628	0.7016	-1.09175	0.41657	0.47258	-0.71621	1.76861	-0.96224	-0.71923	1.32079	2.13311	0.45636	-0.27958	0.8046	0.65096	1.40028	-0.08982	0.13907	0.15359	-1.99484	-2.5167	-0.66716	1.87677	-0.71739	0.54991
c2966	pop03	5.89572	1.86668	4.36956	0.67386	-0.87559	-0.51493	0.49115	0.98027	0.5168	0.20224	0.80829	1.51962	-0.47314	-1.99683	-0.09381	0.33094	0.80845	-1.00347	-0.02639	-0.63665	0.18998	0.23786	-1.70578	0.96462	-1.88951	-1.82302	0.36171	-0.09159	1.05368	-0.76346
c3660	pop04	0.13886	5.56244	-0.1498	4.69116	0.04378	-0.8528	-0.36285	-1.04336	0.10766	-0.42613	-0.40071	-0.18046	-0.31866	-0.02617	-1.4102	0.90655	0.40795	0.57755	0.43297	-0.00786	0.98759	0.44398	-0.51251	0.85523	-1.02392	-0.2571	0.73462	-0.36594	0.33526	0.00658
c4897	pop06	1.01086	4.55788	5.45476	-0.37282	0.62298	1.15928	1.11358	-0.20852	0.80912	1.94374	1.3151	-1.64248	-1.17269	-0.70813	1.68258	-0.7988	-0.64799	0.68786	-0.23302	0.3305	1.68574	0.15018	0.09567	1.4374	1.56155	0.58202	1.02865	-0.92926	-1.50236	-0.4818
c4752	pop06	1.03937	4.9222	5.18522	0.70755	-0.90806	0.64876	-2.3204	-1.9834	-0.91231	0.17117	0.24494	-0.16952	-0.17208	2.49841	2.19664	-0.50692	0.15142	-1.72095	0.22795	-0.16177	-0.38206	0.90305	-0.7611	-0.81206	-0.38981	-0.12494	0.29982	-0.48949	-0.00217	0.90953
c3632	pop04	1.5289	4.77929	-1.22304	4.70478	-1.3513	1.98819	-0.41356	-0.092	1.3427	-0.33472	-0.34703	0.40356	0.3261	0.73787	-0.72335	0.21569	-0.76159	2.75004	0.18058	-1.07788	-0.40787	-1.6499	1.18439	0.48711	-0.54734	0.15724	0.90263	0.21153	0.59238	0.81184
c2814	pop02	6.15455	5.63044	-0.25737	1.71642	-0.45028	-1.81352	1.53495	-0.92613	-0.89345	-0.32119	-0.05219	0.883	-0.92132	1.90223	-1.11442	0.29479	-1.32629	-0.39771	-0.32592	-0.44909	1.76608	-0.95338	-0.37149	0.17664	0.74214	0.19917	1.70848	1.35469	-1.03416	-0.88905
c2318	pop08	0.2477	-2.81418	-0.56666	2.1762	0.52712	-0.34536	-0.98206	-0.43127	-0.00249	-0.52315	0.48527	-0.85332	-0.59715	0.25697	-0.06307	-0.55167	0.93577	-0.34013	0.30963	0.12318	-0.43378	-1.38327	-2.01266	-0.28365	-0.12083	0.85439	-0.62005	-1.59839	0.12196	0.18454
c2686	pop02	5.7123	5.59885	-1.15774	0.44852	-0.26925	0.92426	-0.1869	1.19144	1.02691	0.87163	-0.11862	0.48269	1.18639	-0.9202	1.96572	0.92155	0.22634	0.71633	-1.18605	-1.14468	0.05055	0.57524	0.41165	1.68284	0.64967	-1.16964	0.8029	-0.84193	-0.60995	-0.91611
c3813	pop04	-0.15619	4.63674	-0.42528	5.4403	1.12933	0.64042	1.2009	-1.44168	0.66527	0.24889	-1.4556	0.34176	-0.69077	-0.20913	1.22397	0.37069	0.02258	0.45023	-0.07091	-1.41174	0.04553	0.59937	-0.28723	1.62145	-2.55975	-1.22908	0.2494	-0.72085	-0.33807	0.31534
c4190	pop04	1.01102	6.01623	-0.63384	6.90784	1.04362	0.41112	-1.46349	-0.58436	-1.33521	0.34502	2.46821	0.48301	-2.34247	-0.73841	1.05763	0.01131	-2.07043	0.4511	-0.36761	-1.27906	-0.1122	-1.17792	0.77748	-0.04024	0.20564	-0.75064	0.35585	0.35246	1.25033	1.68199
c2976	pop03	5.82663	0.14234	3.85218	-0.16713	-0.75204	-0.27461	-0.97127	-1.13283	0.28697	1.87195	-0.25636	1.07599	-1.18182	0.02724	0.62469	-1.34704	-0.16976	0.08888	-0.49861	0.14023	-1.45046	-0.63544	0.4164	0.4894	0.03954	-0.93273	-1.8237	1.05888	0.21893	1.77281
c4386	pop05	4.9595	6.15805	-0.84176	3.16805	0.81351	-0.57295	0.16563	-0.07701	2.20391	0.63914	0.1827	-0.94469	-0.26677	0.67694	-0.53985	-1.45286	-0.13862	-0.28448	-0.62458	1.37997	0.52005	0.67294	-0.79913	0.28377	1.52316	1.30688	0.30728	-0.77551	1.65347	-1.43458
c2196	pop08	0.28766	1.01222	-0.36373	-0.44418	1.13214	0.40889	-0.43682	-1.52093	-0.27597	-1.84464	0.86305	0.73034	-0.04142	2.85961	0.05409	-0.46181	-0.41454	0.68314	-0.17857	1.46366	-2.16265	0.29974	1.93232	-0.55541	-0.37177	0.83258	1.21454	0.29687	-0.18811	0.19812
c4566	pop05	5.55777	4.46474	0.20398	4.98113	0.48677	-0.41144	-0.01318	0.73931	-0.40534	2.01815	0.29439	-0.76685	0.37457	0.07457	1.12265	0.09179	-1.12036	-0.94585	0.33731	-3.19324	1.01367	-0.78255	0.2824	-0.43655	0.78131	0.35497	0.30484	0.23665	-1.61521	0.41758
c3068	pop03	3.85692	0.57365	5.65511	0.64547	-0.60387	1.05314	0.66727	0.82548	1.02847	0.44553	-1.36061	0.03668	-0.43675	-0.15969	0.31824	-0.38984	-0.02671	0.20934	-1.15553	-1.0691	-0.40654	0.13296	0.68906	0.98252	0.18766	-0.08636	1.37215	-1.80277	-0.00148	0.41283
c4955	pop01	-1.82243	0.49769	0.1382	0.59108	5.77181	0.73438	-0.30719	0.10009	-1.17217	-0.05696	-0.38251	-0.01435	-0.23141	0.17692	0.13896	1.89091	0.06572	-0.90428	-0.49274	-0.20608	0.54177	-0.75377	-0.77073	2.0647	-0.45124	1.064	0.04055	0.16796	0.66398	0.9413
c1053	pop08	0.05939	-0.49332	1.08917	-0.40795	0.02297	-1.67702	0.07321	1.55025	-0.63267	-0.22483	0.02838	-1.48076	0.77821	0.84121	-0.93244	1.41087	1.12047	-0.14003	-0.2519	-0.06677	0.183	-0.20324	0.94725	0.42693	1.04582	-0.34399	0.15711	-0.51623	-0.69454	0.23989
c4031	pop04	-0.49307	5.72778	-0.60404	6.20811	-0.52674	-0.40884	-1.13629	0.22685	-1.40609	0.35467	0.40689	0.55337	1.85025	-0.199	-0.24332	0.95524	-0.17616	0.69865	1.13278	-0.58615	0.04384	0.03382	-0.3611	-0.99747	-1.40102	0.71812	-1.53875	-0.43717	-0.04309	0.02114
c4815	pop06	0.36071	5.79441	3.86553	0.84054	-0.84629	0.54193	1.37138	0.985	1.95663	-1.23363	-0.90622	-0.5333	-1.01605	0.1275	-1.16377	-0.44417	0.24332	-0.12718	-0.62667	2.11099	-0.60605	-1.47957	-0.16476	0.0425	0.32744	1.48178	-0.3253	1.13538	-0.32138	-0.06821
c2868	pop02	3.82018	6.69752	-0.56423	-1.2058	-1.12242	-0.07692	0.45687	-0.43842	0.41468	0.63487	-1.60796	1.8991	-0.13581	0.37705	0.03235	0.34583	-0.34548	0.08736	-1.08032	0.32567	0.84603	-0.03833	-0.35919	-0.60602	-0.67649	-0.26348	1.30645	1.70172	-0.63352	1.31393
c3461	pop04	1.18234	5.57942	-0.28828	3.40472	-1.31268	0.2119	-0.01415	-1.49201	-1.53627	0.98139	0.35081	2.75674	1.38585	-0.69858	-0.49102	-0.11994	0.55885	0.33789	0.25414	-0.49349	-1.49236	-2.82315	-0.18695	0.23674	-0.58982	0.15663	-0.6607	-2.19725	-1.22169	0.76259
c4423	pop05	4.94648	5.93039	2.2063	5.68325	0.59478	-1.18211	-0.43108	-1.32074	-0.17218	-1.20848	0.34105	0.13815	0.53359	-2.09889	1.12686	1.07628	0.0371	0.66682	-0.45603	0.18543	1.51731	0.17605	0.23599	0.07062	0.2999	0.57181	-0.25723	0.63434	1.21432	-0.64416
c2856	pop02	6.63914	5.29837	2.34835	-0.69799	-1.20915	-0.7529	-0.55738	0.61433	0.13563	-0.47186	-0.85077	0.57096	-0.20398	0.83526	-0.37266	-1.40087	0.3773	-0.07508	-0.08506	0.18236	0.04229	1.18579	-0.33806	0.73657	-0.61028	-0.78418	-1.39065	0.96272	-0.65869	0.84769
c3018	pop03	3.76938	-0.68424	5.21765	0.98383	0.84066	-1.22997	1.40129	0.61755	0.53422	-0.78482	-1.0246	-0.30362	1.57074	0.26111	-0.69963	1.52723	1.39726	0.26427	-0.2527	0.5436	-2.86888	0.75357	-0.79706	-0.04848	-1.49331	0.27733	0.05814	-0.21254	-0.10352	0.35394
c4584	pop05	5.16679	4.48686	-1.33207	4.82259	-0.56396	0.13084	-1.93918	0.62687	0.73615	1.13152	-1.26043	0.7638	0.2809	-1.25279	0.82375	-0.21062	0.66295	-0.55862	0.48008	-0.88334	-0.26184	1.40793	0.33454	1.7334	-0.11393	-0.59791	-0.82769	-0.73016	0.62378	-0.37038
c3351	pop04	2.35345	5.90189	1.03389	3.34568	-0.6351	-0.99614	-1.11617	-0.60629	-0.02993	-0.6726	1.05553	-0.22711	-1.65414	-1.47141	-0.40559	-0.81541	-2.51656	2.2355	-0.61358	0.6645	-1.18574	0.27324	-0.54266	0.90931	-2.52255	-1.93312	-2.08984	1.35217	0.08051	-0.40626
c4293	pop05	5.12451	5.5905	-1.09515	5.56015	-1.54496	1.93465	-1.00713	-0.81528	-1.65187	-0.98892	-0.36191	0.82068	0.97323	-1.43953	-0.41035	-0.17661	-0.37455	0.99592	-2.43457	0.71855	-0.42168	1.38623	0.26656	-0.56071	-0.01343	1.06161	-2.21922	1.02529	-0.77097	1.45327
c2735	pop02	6.75042	3.92557	0.91802	-0.43132	1.01526	1.31263	0.161	0.81265	1.06974	0.38943	-1.33474	-0.00951	-0.21077	0.40014	0.5967	0.79949	1.09301	0.77571	-0.07695	1.57766	0.64654	-2.26854	0.91011	0.55202	-0.37705	-0.1706	1.52409	0.47499	-1.28115	-1.35958
c2638	pop02	5.86103	4.12805	0.28378	-1.42374	-1.31815	-0.91191	-0.38403	0.08122	-2.54167	-0.46566	0.18066	0.94228	0.49294	-0.18172	-0.06623	-0.76092	0.8026	-0.19849	-0.48186	-0.26318	-1.67062	-0.58092	0.89333	-1.18974	-1.10568	0.50402	0.74211	1.21118	1.23284	0.21693
c4754	pop06	-1.14934	4.50628	4.58189	1.66519	-1.91097	1.96324	-2.45309	0.17253	-0.41573	-0.76471	0.93033	0.52851	-0.58939	1.64327	-1.03441	-2.43097	-1.45264	-1.12038	0.71085	0.69562	-1.85514	-0.11722	-0.85994	0.43308	-1.43945	0.8279	-0.7259	-0.60797	-0.39721	0.40646
c4758	pop06	1.08188	4.99556	3.95915	0.76717	2.20503	0.02902	-0.33851	-0.1262	-0.69248	0.55985	0.47594	-0.45591	1.47787	0.43788	-0.22992	-0.73208	1.52545	0.31278	1.51302	0.93297	-0.32226	-0.64115	-0.91941	-1.50365	-0.1608	-0.86793	0.14015	0.21956	-0.57719	1.02416
c2801	pop02	5.91526	5.79294	0.16655	-0.03275	-0.98795	-0.5244	-0.27503	-0.13168	1.10462	0.3929	-1.11263	0.93814	-2.41773	-1.28438	1.35068	1.2634	0.03321	-0.92478	-0.46836	-1.21501	0.75607	-0.23557	-0.57254	-1.41585	0.2111	-0.56865	1.13376	-0.2946	1.75216	0.24754
c4811	pop06	-1.44293	5.33398	6.01111	-1.64656	1.67318	-0.26146	0.85689	0.25288	-0.71822	-0.11382	-1.44752	-1.85422	-0.76426	0.2402	1.59581	1.31987	-0.50776	1.79827	1.09288	-0.16163	0.26009	2.30232	0.11525	0.94481	2.2308	0.20167	-1.0608	1.64046	0.65057	1.46068
c4997	pop01	0.14145	-2.12675	-1.25475	-0.28011	4.04352	-0.46227	-1.48074	-0.14819	-0.2996	2.15329	-0.69622	1.2119	0.01195	1.62382	0.0712	0.49826	2.37335	-0.79401	0.12578	-0.62984	0.03575	-1.31241	1.41207	-0.96388	0.38521	0.39875	0.35483	-0.15187	0.1113	2.29864
c3004	pop03	6.83915	0.39576	6.29771	1.29028	-0.66861	-1.09089	0.4726	-1.44697	0.45406	-0.89454	1.38606	-0.11031	0.6021	1.14677	-0.1084	0.79531	-0.83848	0.45966	-0.65754	1.93191	0.14233	1.77478	0.73509	-1.31985	0.37681	0.41119	-0.18101	0.05699	0.34346	-0.42963
c4822	pop06	0.14007	4.65995	2.06815	0.42413	-1.46265	0.12869	-0.34944	1.56634	0.28536	-2.23054	-0.97142	0.1493	0.17979	-0.04914	0.80834	2.045	0.22356	0.26925	0.80631	-0.26315	0.84083	2.25153	-0.68887	0.64224	1.3152	0.24652	-0.62287	0.4613	-2.33556	-0.56726
c4915	pop01	-0.5498	1.4198	1.74373	0.3152	6.16957	-0.22227	-0.34518	-2.34055	0.53851	0.86584	-0.60281	0.47431	0.54572	1.25352	-2.48837	0.97867	-0.74532	0.91159	-0.14822	0.07166	-1.1344	1.52409	-0.13008	1.20342	1.17605	-1.00657	-1.40808	1.03221	0.8569	2.03189
c1116	pop08	0.44517	-1.38213	1.23372	-0.01195	-0.21737	-0.79218	0.21178	0.54648	-0.62558	0.17223	-0.49297	-0.61374	-0.79882	1.28311	0.43454	-1.18642	-0.34727	1.6894	-0.29061	-0.63464	0.98983	1.0952	-1.1736	1.52397	-0.50039	0.27522	-0.89804	-1.13537	0.5149	0.45026
c2883	pop02	6.32299	5.41816	1.49119	0.97631	-0.66353	-0.42369	-0.57399	-0.80146	-1.3339	-0.32798	-1.73352	-1.21464	0.03485	-1.39354	1.07166	0.64853	-1.32027	-1.19733	0.63137	1.33049	0.15365	-0.94827	-0.01007	0.88279	0.833	1.0288	-1.25939	-0.02058	0.17826	-1.78574
c2758	pop02	5.21527	4.87305	0.39252	0.28207	-0.56687	0.39814	0.75281	-0.19855	0.95983	-0.04862	-0.44622	1.34313	-0.60012	0.28039	-1.2438	-2.27373	-0.45383	1.77554	0.40297	-0.75738	0.25952	0.69847	-0.60529	0.08798	1.27231	0.129	-2.30152	-0.36937	-0.59376	0.21459
c2793	pop02	6.16452	7.45497	0.10808	-0.2422	-0.57847	-0.86436	0.25743	-2.06701	-1.44635	0.3611	0.47669	1.69987	-1.32824	1.14252	-1.45073	-1.00223	-0.07497	0.23622	0.70423	0.17392	0.23674	0.07349	-0.92481	-0.26658	-2.49065	-1.09333	0.70476	-0.43055	-0.49121	-0.32342
c4918	pop01	0.82815	-0.78184	-0.35983	0.46064	5.57314	0.52612	-0.52693	-1.02207	1.41509	1.82298	1.84303	-0.08587	1.05406	0.45987	0.30632	-1.55593	-0.32792	0.36257	1.33694	0.29733	0.16074	0.07241	0.98167	1.07258	-0.8079	-0.8184	-0.20353	-0.5292	0.09178	0.81459
