FeatureId	Sample02	Sample04	Sample06	Sample08	Sample10	Sample12	Sample14	Sample16	Sample18	Sample20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
f0701	0.3814	0.6696	-0.5853	-0.0627	-0.3562	0.471	0.6047	0.6904	0.1324	0.6831	-0.5216	-1.0773	-2.1999	-0.3506	0.3711	-2.4263	-0.8257	0.5699	-1.0657	0.3253
f0201	-1.2223	-1.1255	-0.4967	0.3856	0.6703	0.5603	-1.683	0.9301	1.015	-1.4143	0.7344	1.3505	-0.9812	1.5999	1.1536	-1.8086	-0.0618	-1.2796	-0.0552	0.8195
f0945	0.9451	0.4605	0.4024	0.957	-0.0297	1.5044	1.6061	0.0156	1.1489	1.1152	-0.42	-2.2543	0.2017	0.2019	-0.6137	1.503	0.0212	0.8947	0.1654	-0.4211
f0218	0.7382	0.1994	0.6851	-0.6896	-0.9992	0.0054	-0.4318	-1.5615	-0.3104	0.8406	1.0704	-1.3825	0.3095	0.2404	-0.7434	-0.2057	-0.3639	0.0765	0.7419	-1.5443
f0551	-1.1787	0.2756	1.0838	0.3121	0.496	0.3861	2.1443	0.774	0.6336	0.9107	0.707	0.0827	0.8945	-0.1701	-0.6373	-0.4491	-1.2531	-0.5983	0.5755	1.3503
f0423	-1.41	-0.1207	-0.184	0.4268	1.0736	-1.3681	0.0091	-1.1743	-0.2276	-0.3719	-1.6389	0.8439	0.4969	0.7675	-0.7487	0.2187	1.318	1.2957	-0.9476	1.0503
f0027	-1.414	-0.3901	-0.2972	-0.5362	-0.8091	-0.6682	-1.2265	-0.8	0.7563	-1.2884	0.0618	0.0723	0.8441	0.2007	0.2338	0.7639	0.9926	-0.1428	1.1073	-1.1745
f0756	0.0056	0.4576	0.4295	1.2053	-0.6125	-0.2284	1.3642	0.0867	-0.7902	-1.0974	0.1806	-0.5408	1.6048	-0.2549	0.0638	0.6122	-1.1597	0.9775	-0.6114	-0.7913
f0342	0.4388	0.3283	-1.0381	0.4464	0.0075	0.8442	1.593	-0.3496	1.4225	-1.8304	0.8839	-1.8108	-0.0214	0.8695	0.5047	2.0153	-0.6751	0.1382	0.0788	0.6192
f0327	-1.1522	-0.1246	-1.3359	1.8153	-0.5965	-0.217	0.2453	1.5389	1.1572	1.5506	-1.9146	-0.0929	1.073	0.6933	0.554	0.7729	-1.3855	0.2693	0.3263	-1.0317
f0329	-0.5836	-0.7197	0.2965	0.0395	-0.4726	0.4677	-2.5362	0.1764	-1.4295	0.9639	-0.81	1.4188	-0.8578	1.591	0.4012	-0.6706	-1.5659	-0.8264	0.1749	2.0172
f0840	-0.3749	-0.1531	-0.269	-0.0307	2.2494	-0.3854	0.2191	0.0195	0.5044	-1.3994	-0.5377	0.6938	-1.378	-0.4395	-0.4876	0.4901	-0.9457	0.665	-0.339	1.3443
f0748	0.491	-1.4514	-0.8014	-0.6429	-0.6377	0.4499	0.1067	-0.1259	-1.803	0.6581	0.2813	-0.3937	-0.5073	-1.4682	-1.0817	1.4239	-0.0831	-0.9764	-1.1565	0.0991
f0574	-0.3808	0.4399	-0.3339	-0.7595	-0.0905	1.0624	0.4891	-1.6965	-0.8187	-1.0457	1.0328	-2.9166	-0.5395	-0.9405	0.3793	-1.0862	1.5141	-2.1283	-0.9315	-1.0553
f0417	-0.4439	0.3908	0.3077	1.995	-0.523	0.553	0.5292	0.4492	0.2903	1.5395	0.6147	-0.6382	-0.2195	-0.9063	1.3334	0.8075	0.8007	0.0411	0.5821	-1.0022
f0971	0.7154	2.2398	2.7628	3.3619	1.6191	1.0358	3.1046	2.1763	1.1324	0.6872	0.7313	0.1574	0.0207	0.0725	0.0618	-0.9074	0.3112	-1.9008	1.2591	-0.8628
f0694	-1.2446	-1.041	-1.5846	0.2708	-1.438	0.5788	1.0744	-0.5671	0.6831	-1.0549	-0.7829	-1.0022	0.7224	-0.299	-1.0071	-0.4328	-0.9059	0.801	-0.8153	-0.1783
f0427	-0.9772	1.3486	0.0396	1.0861	0.2308	0.6489	1.4139	0.2416	2.1873	-0.5188	0.7074	-0.7871	0.7679	-0.1197	1.7917	-0.8902	1.3664	0.342	-0.5377	1.8315
f0860	-0.9107	0.0881	-0.1115	-0.6223	-1.4924	1.6999	-0.7688	-0.047	-2.2357	1.204	-1.6926	0.4169	-2.4784	0.6598	1.7776	0.7001	0.2385	-1.4816	-0.1287	-0.3093
f0003	-0.9699	-0.3468	0.7349	-0.3394	2.1624	-2.1269	0.5739	2.2133	0.8859	0.7331	-1.4328	0.92	1.8275	1.5282	-2.8592	-0.9157	0.2763	0.9659	-0.7103	-2.0943
f0627	-0.6087	-1.2923	-1.0042	-0.1105	-0.8423	0.8493	0.5904	0.5997	-0.6783	-1.1226	1.1682	0.0525	0.4369	0.1096	-0.0043	-1.2152	-1.902	-0.5605	-0.3255	1.4961
f0347	1.9639	-2.0419	0.144	0.1846	0.2002	1.3645	-0.2365	-0.5244	-0.2353	-0.9981	-0.4362	0.6763	-0.2781	-1.5641	0.3817	0.7765	-0.3972	-0.3922	-0.436	0.7133
f0090	2.5958	-2.5684	-1.4048	-1.4549	-1.293	-1.4272	0.3349	1.8867	0.5167	0.9573	2.6084	0.1385	0.4971	-0.4245	-0.6756	-0.9509	1.0064	-0.2617	1.1567	-1.109
f0312	-0.3762	-1.4908	1.0389	1.0769	1.2625	-0.6687	0.4286	-1.3717	-1.3411	-0.6001	0.8465	-0.9459	-2.5732	1.6627	0.9546	-0.1629	0.879	-0.0476	0.5327	-1.7242
f0261	-0.1378	-0.5127	0.6888	-0.5926	0.8245	-0.113	-0.7663	-1.298	0.5684	0.5608	0.2676	0.3081	0.7174	-0.4096	-1.6627	0.1325	-1.0103	-0.5142	-0.7331	2.4672
f0161	0.5381	1.2443	-1.7562	0.3597	-0.95	-0.7068	-0.6122	-1.2423	-1.0381	1.6613	-0.9013	-1.4444	-0.4992	2.5732	0.188	-1.5499	0.2768	-1.8442	-1.3037	-0.7065
f0949	1.2661	1.1906	1.556	1.4364	1.2002	1.513	0.5477	0.9614	-1.3339	1.327	-0.3976	0.5105	0.4957	0.2178	-0.4915	1.0346	0.9114	-0.7531	-0.0905	0.2558
f0615	0.6043	0.6673	0.1095	-0.1576	0.6579	-0.0116	-2.7024	-1.4154	0.8889	1.5023	0.9442	0.5218	-1.1463	-0.6556	-0.0049	-0.711	-0.3051	-1.123	-0.2253	0.1801
f0683	-0.3295	1.4676	-0.2592	-0.877	-0.1883	1.6223	-1.2595	-0.1357	-0.1433	-0.5793	-0.8854	-0.0702	1.1352	2.5792	0.6034	-0.5773	1.8595	-0.7255	-1.4446	-0.8739
f0166	1.6832	-1.768	0.8561	-0.9165	-0.5642	1.2401	-1.1848	0.354	-1.0652	0.9648	0.3594	-1.8311	0.6657	0.0069	0.0747	1.0891	-0.6381	-1.3303	-1.0285	-0.4591
f0524	0.9152	0.5968	-1.2586	0.1201	2.201	-0.0903	1.2024	-0.1372	-0.1524	0.7954	-0.9464	1.1167	-0.8097	0.5238	-0.1974	-0.8753	0.6232	-2.0639	-0.5275	-0.6741
f0742	0.6061	1.6804	1.8726	-2.2183	0.9932	0.3633	1.4222	0.2597	-0.3326	-3.2415	1.5197	1.5578	0.2239	0.6015	1.8592	-0.7506	0.4154	-0.1394	-0.4199	-0.2937
f0849	1.4703	1.5028	-0.3071	0.7112	-1.4605	-0.4874	0.5796	0.6741	-0.0236	-0.0209	-0.4209	0.9975	1.1965	-0.8707	-0.9893	-0.5481	-0.0195	0.055	-1.2487	0.6097
f0380	-0.0768	0.0805	0.8511	-1.0753	-0.9852	-0.4175	-0.559	1.7222	1.8205	-0.9794	1.0197	0.7041	-0.124	0.0261	0.6943	1.5911	0.0462	0.74	-0.1042	1.356
f0358	0.2439	-0.2868	-0.1322	-1.7237	0.153	-0.9005	-0.207	-0.5617	-0.7207	-0.5472	1.3078	-1.0844	-0.1673	-0.2523	-1.0399	0.4046	-0.1448	0.335	-0.0298	-0.4892
f0781	0.8477	1.3127	-0.7071	1.9823	0.9415	-0.8391	1.2789	0.0178	0.3504	-0.943	-1.5676	-0.3405	0.4629	0.3023	-0.6779	-0.2386	-0.4067	0.5151	0.8216	-2.4548
f0968	1.4571	2.1577	3.0409	1.8949	2.3955	1.5404	2.4715	2.009	1.0586	3.2512	-0.8277	-0.5101	0.7266	1.71	-0.1955	-0.0735	0.7446	-0.297	-1.4854	-1.3929
f0284	0.8629	0.0642	-0.2412	0.8475	-0.6137	0.3927	0.4689	0.8621	-0.3692	-0.1212	-0.9193	1.8236	0.0172	0.4488	-0.8816	0.3749	-0.0675	1.1815	-0.9232	0.075
f0972	1.309	1.3615	-0.078	2.1537	3.1863	2.7189	0.9057	1.7736	1.1414	2.5927	1.33	-0.7865	-0.854	-1.8439	0.0709	-0.6588	-1.0539	2.3242	-0.8532	-1.3919
f0709	0.6351	-0.5176	-0.304	0.0094	1.4865	0.2074	0.6132	-0.1966	0.6868	1.0845	0.1954	0.3957	-0.3292	-1.3338	1.0286	0.4312	-0.5132	-0.6686	-0.2874	1.0166
f0129	-1.9518	-0.5541	0.5175	0.6702	-0.9403	-0.9551	-0.9411	-1.2963	-0.442	0.8735	-0.7497	0.0627	0.6728	-1.3399	0.2481	0.8367	-0.8278	-2.1679	-0.7851	-0.3099
f0054	-0.7508	-0.735	-0.326	0.3368	1.7977	0.2226	0.3936	0.9658	-0.0062	-0.0155	-0.4675	-1.1522	0.263	0.8392	-0.1154	-0.7402	-0.7474	-1.1079	2.7914	-0.806
f0020	-0.5589	1.3522	1.1708	0.2236	-0.5977	-0.3517	1.0418	0.4681	-1.3447	-0.4304	-1.6519	-0.8518	0.2545	2.2491	0.2955	-0.8307	-0.0228	-0.9717	-1.1547	0.2303
f0171	0.5662	-0.5118	0.7069	1.1919	0.3994	-1.0025	-1.744	0.1731	0.3486	-0.3445	0.7023	0.7512	3.0219	-0.6342	-0.6402	-0.4403	0.2672	-1.8147	0.9712	-0.801
f0155	1.524	1.456	0.2209	0.392	0.6769	-0.6344	0.2969	-0.0898	1.3777	0.0777	0.6116	0.5696	0.2032	0.9617	0.1264	-1.0097	1.3333	-1.3965	-1.4471	-0.0089
f0517	0.317	0.2571	-0.1915	1.3475	-1.1882	-1.8278	-1.0726	0.2884	-0.6235	-0.319	1.8636	0.0631	1.512	1.8518	-0.7513	0.7422	-0.4408	-0.9301	-0.0678	-0.7219
f0286	-2.1904	1.1781	-0.5866	0.7526	1.5232	-0.8064	-0.69	0.3328	1.6232	-0.1672	0.2516	1.3017	0.5995	-0.2172	-0.3063	0.8575	1.7427	0.8315	0.6876	0.8359
f0643	-0.0749	-0.6621	-0.149	0.1174	1.5899	-0.1385	0.2308	0.1562	-0.2407	1.4301	0.6037	-0.1769	1.2705	0.6423	-0.5645	0.0777	2.1942	0.0818	-0.9484	-0.6905
f0437	0.9658	-0.4913	0.8734	-0.6611	-0.5465	-0.0437	0.4212	2.0961	1.3427	-1.167	-0.2795	-0.3049	-0.7878	1.4884	0.0017	-0.9077	0.0663	-0.346	-0.147	0.8426
f0962	1.5705	3.2484	0.5075	2.5213	3.729	2.1998	1.9271	2.2283	3.1277	1.691	-0.7202	1.0216	1.1009	-0.8822	1.1478	0.3467	-0.6435	-1.5502	-1.1885	0.572
f0852	-0.4482	0.0813	-1.682	-0.6984	0.6114	-1.1106	-0.0266	-1.0807	0.819	-0.8743	0.0105	-0.2455	-1.3856	-1.2625	0.8447	-0.3946	-0.1694	0.5304	0.7637	0.191
f0934	-1.7577	-1.2695	-1.5867	-1.7316	-1.5595	-1.812	-2.1501	-0.7691	-2.2875	-3.1214	-0.0342	-0.3964	0.7065	1.6313	-0.2046	0.6305	-0.162	-1.4912	-1.165	-0.9943
f0641	-0.1727	0.2013	-0.5268	-0.9057	1.5055	-0.6033	0.5179	-0.6012	-1.3682	-1.2324	-0.7366	0.6213	-0.5986	-1.0272	-2.1377	-1.0245	-1.8529	-0.2172	1.2883	1.6537
f0828	-0.929	-0.2374	1.0236	0.3485	-0.3976	-1.7613	-1.4336	0.855	0.8883	2.3859	0.6625	-1.0049	-0.1529	0.2236	-0.3145	-0.1026	-0.2122	-1.7119	-1.874	-1.4921
f0591	0.1164	-1.7754	-0.5681	1.2688	1.2359	-1.8385	0.1679	2.1776	-1.5654	0.1048	0.6142	-0.4535	-0.2681	-0.2099	-0.4459	0.6189	-0.4032	-0.4627	2.3528	0.109
f0253	-0.9821	-0.8264	-0.4175	0.296	-1.3294	-0.8272	-0.7224	-0.9621	1.4606	-0.3552	1.1466	-1.4671	-1.7791	-1.5109	-0.1575	1.0336	-0.17	-0.4262	0.6316	1.2996
f0495	0.198	-0.372	-0.3021	0.9892	0.5813	0.6166	2.6012	0.18	0.3682	0.25	-1.5438	0.5516	-0.017	-0.1224	1.1354	1.6871	0.2361	0.1655	-1.0113	2.0421
f0390	-1.764	-0.2736	-1.1864	-0.6769	0.1279	-1.7264	0.0283	1.6587	-0.7365	-0.2059	1.443	-0.3722	-0.381	-1.0469	-1.068	-1.9967	-1.3602	-1.3851	-0.8943	0.0773
f0256	-0.1386	1.1808	-0.1106	0.9875	-1.3112	-0.9344	-0.4117	-2.0096	0.2837	0.547	-0.08	-0.8133	-0.3065	0.5987	0.0218	-1.3739	0.0581	-1.1331	2.7592	0.2007
f0004	1.0175	0.0022	-1.5905	0.6457	1.8634	1.7372	0.2743	-1.3961	0.195	0.2137	-0.3865	1.2053	0.0962	-0.2659	-0.6078	-0.8551	0.505	0.1294	-0.1992	-0.7712
f0812	-0.7373	-0.5976	-1.5871	-1.8477	0.2098	0.3743	-0.1329	0.1021	-1.5523	1.583	1.5183	-1.3606	-1.0759	0.0763	-2.7414	-0.7127	1.3257	1.2919	0.2865	-0.3269
f0497	1.6953	-0.2608	1.1709	0.2892	-1.0718	0.3189	-0.0555	-0.4017	1.6257	0.0891	-1.1174	2.1942	0.7901	-1.0485	0.3138	0.6766	-0.634	3.2018	0.4563	1.1728
f0169	-0.6155	1.4896	1.2855	-1.3412	-0.0028	-1.3813	-1.1998	0.4212	0.9879	0.1174	1.376	1.4396	-0.6946	0.3641	-1.37	0.4849	-2.6878	-1.5954	-0.3316	-0.374
f0789	0.9261	0.2797	-0.8317	0.1305	-0.4611	0.6083	0.0674	0.3485	0.5892	0.7986	1.6938	-0.487	0.8346	0.2034	-1.044	1.3228	0.8343	-1.1018	2.3342	0.2916
f0021	-0.5544	-1.1139	-2.108	0.1065	0.1764	1.3272	0.5292	-0.687	-0.4796	-1.0828	-0.4009	0.0199	0.0232	1.2386	0.9928	0.9893	-1.3532	0.4388	-0.4994	1.5738
f0362	1.1014	0.0391	-0.601	-1.7275	0.3442	0.2175	1.3744	1.35	-1.4064	-1.0192	-1.5278	0.4015	-0.3294	-0.9369	-0.5645	-0.4045	0.4749	-0.3172	-1.2303	-1.0694
f0364	-0.5107	1.5769	0.8896	-1.646	1.4457	-0.2912	-0.0429	0.3033	-1.3946	0.6633	-1.9085	-0.7781	0.2356	-0.1151	-0.5202	-1.386	-0.0917	-0.2835	-0.4742	-1.7867
f0766	1.5416	-0.6978	0.0045	0.9925	0.3018	0.3453	0.9622	-0.6383	-0.2671	0.2881	0.145	-0.2451	-0.1216	-1.3689	0.9277	0.2334	-1.3752	0.2984	-0.6615	0.2375
f0058	0.8777	-0.0974	-0.193	1.3915	-0.6698	0.6583	-0.4318	0.2776	0.2554	-0.1165	1.9156	1.5712	-1.314	0.3802	-0.7651	-0.021	1.0671	-1.0889	-0.7937	1.8312
f0455	-1.2129	0.9501	0.7852	0.0341	-0.0318	-0.4429	-0.3606	0.1281	1.8793	1.5771	-0.6123	0.3651	-2.1833	0.6915	-0.1326	0.4681	0.118	-0.3671	1.7065	1.5254
f0318	1.3078	0.7196	1.6034	-1.8716	-0.2565	1.9346	-0.8154	0.8609	-0.6578	-0.0068	0.209	0.3414	-0.3168	0.3299	-1.0248	0.0334	1.0571	0.8619	-0.5368	-1.066
f0869	1.5117	1.334	-0.2925	0.1563	-0.3968	-1.648	-0.0275	0.9192	-1.4694	-0.4711	1.261	-0.3259	0.884	-0.013	-0.8936	-0.3975	0.9842	0.303	0.5928	0.3823
f0639	0.7295	-0.0571	0.0356	-1.091	1.395	-0.2747	-0.1586	-0.4371	1.0182	0.43	0.8008	-0.6612	-0.1868	0.6684	-0.942	1.9958	0.1177	0.0377	-1.5308	0.0625
f0104	1.4983	1.6646	0.1062	0.7022	-0.9271	-0.3654	-0.6706	0.1092	-0.361	1.4601	-0.8465	1.244	0.9257	-1.3568	-0.5862	0.6061	0.1587	-1.7568	0.8256	0.6215
f0865	0.6894	0.8228	-1.7948	0.1282	-0.4265	1.4426	-0.3993	-0.1804	0.6582	1.4965	-0.8545	0.1605	-0.0212	0.554	1.3323	-0.3778	0.7404	-0.4829	-1.1941	0.0415
f0733	-1.89	0.176	0.1731	1.2255	-0.2424	0.0248	0.2265	0.5735	-0.2177	-0.3661	0.8085	0.4972	-0.1202	0.2012	-0.0823	-0.6299	0.0211	0.0494	0.7317	-0.1709
f0905	0.5963	-1.9152	-0.2246	1.2155	-0.4541	-2.2869	-0.3802	1.0413	-0.0157	-1.0742	0.897	0.0077	-0.8947	0.0258	0.2098	-0.6777	0.333	-1.1032	0.5468	1.3639
f0067	0.4892	2.2518	-2.2526	-0.8019	-0.7973	-0.8453	0.4668	0.1351	-0.5086	0.5657	0.0642	0.1607	-0.0805	2.2239	0.748	0.7651	0.8026	-0.5149	0.4034	-0.5814
f0581	0.1937	0.1431	1.1059	0.9044	1.0393	-0.0016	-0.4003	-1.4068	-0.1609	1.4865	-0.4133	0.0563	0.2189	-0.2132	-0.2553	-0.8187	-0.7654	-0.134	-0.8866	0.6507
f0755	-2.9049	0.2028	-0.7304	-0.6535	0.51	2.3218	0.1434	-0.892	-1.2123	-0.7175	-0.0533	2.0593	0.6556	0.2002	-0.6352	-0.2556	-1.4469	0.5376	0.4098	-0.8027
f0040	1.6461	1.1651	0.0766	-0.0692	1.1611	-0.1027	-0.3866	0.1158	-0.953	0.8354	0.6562	-0.0099	-0.8904	1.9494	-1.2159	0.1841	-0.6233	0.522	0.1969	0.1648
f0746	1.8739	-0.053	0.535	0.987	2.3302	0.5331	0.233	-0.7245	-1.9397	0.4379	0.6479	0.321	-0.0711	-0.6264	-1.455	-0.9951	-1.0208	-1.813	-1.6924	-1.2787
f0222	-0.7067	-0.7655	0.5561	-0.3337	-0.4162	0.0369	1.0218	0.0111	-0.5755	-0.9133	0.1204	0.2024	0.3875	-0.6591	0.7407	0.5938	0.7601	-0.3907	-0.0542	0.5161
f0282	-0.2917	0.3444	0.5004	-0.5168	0.3137	-0.1404	0.0573	-1.013	-1.3367	0.4986	-1.5013	1.0638	0.934	1.1829	0.4269	0.455	-1.1193	-0.9296	-1.4362	0.1089
f0172	-0.4445	0.2118	0.7604	1.2707	0.6782	0.5886	-1.0014	0.8767	0.4665	1.1872	1.4076	-1.9231	2.8348	-1.5092	0.5025	-0.0843	-0.2802	1.0726	0.7681	0.1124
f0354	-0.3092	2.0049	-1.1466	-0.4596	-1.4496	0.543	0.3907	2.0374	1.9326	0.9617	-1.0741	0.9028	-2.7841	0.0021	0.1706	0.2009	1.3449	0.0173	-0.8382	0.0385
f0925	-1.3359	-3.2783	-2.2287	-3.4595	-3.3394	-1.9152	-2.3114	-0.861	-0.6611	-2.3806	-0.9503	1.3389	0.6042	1.5516	-2.5752	0.9881	0.7637	1.328	-1.7019	-0.662
f0145	0.3419	-1.1432	-0.1558	0.3202	-0.7098	0.1677	0.3383	-0.316	-0.1904	-0.5197	0.5094	1.0284	0.9247	1.7551	-0.1372	-1.3929	-1.9457	0.3246	-0.2178	0.0317
f0873	1.4978	0.702	0.0794	1.1097	0.2607	-1.8847	0.9718	-0.3844	1.3786	-1.001	-1.0693	0.231	0.7272	-0.2552	0.7296	0.9534	-0.2016	0.0067	-1.6612	0.4616
f0269	0.6197	-1.5347	0.5908	0.1919	-2.3831	0.2027	-1.2157	-1.0799	-0.5033	0.6381	0.1755	2.924	-0.3607	-0.9856	0.298	0.596	1.317	0.3195	0.3216	0.8704
f0014	2.4155	-1.7207	2.261	0.8211	0.1539	0.9026	-0.4094	-0.4332	0.8874	-1.1043	0.2547	-1.8065	0.0665	1.7002	-0.0632	0.5365	-2.0882	-0.7605	-0.3945	-1.5588
f0247	0.0868	0.1008	0.2828	-0.3394	-0.5617	-1.4278	-0.2983	-0.4541	1.3426	0.4316	-0.3064	0.684	-0.291	0.7547	1.4831	-1.6846	1.7249	-0.7658	-1.1039	1.5879
f0879	-0.1188	1.0067	0.8253	1.4779	-0.0089	-0.2423	-0.3332	-0.8678	1.1868	-1.7777	-2.1756	1.9165	-0.6971	-0.6409	1.0871	-0.6243	0.7702	0.0167	-1.2571	1.7323
f0031	1.8434	-0.3793	0.797	0.064	-0.329	-1.0911	-0.861	-0.9703	-0.6295	-0.9974	-1.806	0.1285	-0.2617	-0.202	1.1466	-1.1098	0.0837	0.786	0.4543	-0.4943
f0908	-0.8733	0.7354	0.3422	0.4577	1.0457	1.0742	1.0892	-0.7951	1.2125	1.9708	-0.6599	0.6797	-0.5831	-1.0178	0.5391	-0.2409	-0.1403	-0.6428	0.4987	0.1281
f0773	-0.1446	0.8399	1.4918	-1.0537	2.0253	0.2383	-1.3374	-1.0945	-0.8309	-1.4652	-0.2404	0.448	1.0155	-0.8474	-1.0774	0.9109	0.4973	-0.9106	0.1643	0.2453
f0290	-0.2875	0.4427	0.4146	0.4542	0.1652	-0.1765	-1.323	1.2174	2.1768	1.635	0.3153	0.387	2.8905	-0.2895	0.9218	0.0012	1.3167	-0.7603	-1.7589	0.6542
f0226	-0.2198	0.9835	0.8065	1.4414	-0.6458	1.3492	0.0181	2.2143	0.8305	-0.1301	0.1702	-0.8405	-0.3461	-0.1289	-1.3866	1.3911	0.2477	-0.588	-1.0219	-0.8237
f0751	-0.1015	1.938	0.5924	0.1277	-1.8342	-0.8572	-1.0865	0.6511	1.7797	-0.6276	2.1686	-1.9011	0.2395	-1.1513	0.414	0.7205	-0.7355	0.8831	-0.943	2.0023
f0886	0.0275	-0.9528	-1.3157	1.1312	1.4206	1.348	-1.4474	0.504	1.0608	0.8774	0.6235	-2.1188	0.6759	0.2661	0.6365	0.4851	0.389	0.5397	0.9953	0.5983
f0264	-1.0854	1.28	1.5135	-0.8558	0.0489	-0.622	1.2059	0.0144	-0.511	0.2076	-0.5408	-0.8942	1.5622	0.0168	-0.557	0.4275	-0.23	-0.2236	0.4459	0.3444
f0336	0.5088	-1.2054	-0.1413	-0.2069	-0.0455	0.4865	0.3266	0.2051	-0.5343	-0.3539	-0.4978	-1.9564	-1.2267	1.7078	1.449	0.9893	-0.6743	-1.5261	-1.2038	1.2957
f0854	-0.7678	-0.838	0.8839	-0.0224	-0.6463	0.776	1.0098	-1.0022	-1.1721	0.2354	-0.1193	0.5269	0.3808	-0.139	1.6833	-0.5579	-0.0448	-0.8209	1.0581	-1.3055
f0193	0.5128	-0.9897	-1.4504	0.8433	-1.3327	-0.1131	0.0052	-0.6519	-0.1999	-1.4934	-1.1178	-0.6338	0.7626	-0.2348	0.9109	-0.267	0.9433	0.9446	0.7511	1.6645
f0870	-0.0037	-0.7705	-0.1943	0.1524	0.2383	-0.2335	-0.19	-0.0236	0.7335	1.2921	1.2403	-0.5054	-1.8192	1.1676	-0.4886	0.5497	-0.3322	0.445	0.8217	-0.0888
f0843	-0.8658	-0.4171	0.1216	-1.8632	-0.4958	0.1245	0.6339	-0.3857	-2.3825	0.956	-0.1251	-0.6422	-0.0977	0.7435	0.9714	0.5748	1.5214	0.0796	0.8706	0.3639
f0878	0.1977	-1.6989	-1.1649	-0.7712	-0.3143	-0.0488	-0.6358	-0.4037	-0.7011	0.5116	-0.2182	-0.4393	1.3302	-1.1909	0.6416	2.9466	1.7279	-0.5625	-0.1182	0.2723
f0324	0.3719	-1.7719	-0.5869	0.5506	-0.9858	-2.6756	0.2964	-0.0711	-0.6196	-0.9063	-0.9005	-0.6554	0.7028	-0.4863	0.503	-0.3816	0.1475	-0.5071	1.6553	0.088
f0741	-0.8874	-1.1169	-2.2252	-0.1408	-0.7921	1.5697	0.7635	0.5048	-0.137	-0.0891	1.4312	-0.3711	-0.9484	-0.6002	0.1839	-1.3512	1.9011	-2.327	-0.5917	-0.4236
f0457	-1.8396	0.9779	-0.4664	0.8556	-0.9999	-0.6966	-0.8547	0.0999	-0.6931	-1.4818	0.2054	-0.725	-1.1484	0.4021	0.7582	0.9923	0.567	0.2586	-0.0872	1.3465
f0296	0.8864	0.6742	0.7704	0.3905	-1.7215	-0.3168	0.4521	0.7206	0.4406	0.8962	0.834	1.14	-1.1881	-1.4351	0.6018	-2.2536	-1.032	0.2573	0.5891	0.6913
f0385	-0.3841	0.4198	0.0895	0.1	-1.5853	-0.6037	3.5681	-0.5235	-1.2593	0.2504	0.2983	-0.9729	0.5586	0.8948	-0.5961	-1.8503	-0.114	-0.1523	-1.4799	1.4812
f0680	-1.5149	-0.709	1.5914	-0.1383	-0.3201	0.0583	-0.1691	-1.5499	0.0525	-0.0944	0.3649	0.2097	0.2859	-0.9193	0.2779	-0.4174	-0.2842	-0.1133	-0.0093	0.9231
f0137	2.9617	0.7149	-0.4923	-0.3993	-0.0071	0.8436	0.4649	0.4436	-0.0233	0.0971	-0.2877	1.2329	-0.0463	-1.0168	0.3982	0.2462	0.141	1.0042	-0.4501	-1.1398
f0813	0.1565	0.1088	-1.7932	0.5063	-1.7575	0.4628	0.0575	0.8325	-1.3089	-1.2638	0.4697	-2.7073	-1.3633	-0.5381	0.1853	-0.8618	0.9422	-0.7983	0.8985	0.2859
f0490	-0.5345	-1.3942	0.1518	0.6409	-0.0277	-0.8363	-1.3902	1.7847	0.7206	-0.3555	1.256	-0.8425	-1.112	0.7272	1.4508	-2.8998	-0.2234	-0.1211	0.0609	0.6209
f0917	0.7721	-0.593	0.4605	-0.1511	0.0686	0.7855	-1.9935	0.1662	0.2299	0.1276	-0.9605	0.8681	-0.2857	-0.3605	0.1504	-0.6212	0.6449	0.5779	-0.1663	-0.7151
f0363	-0.2918	-2.6668	-0.1964	2.0342	0.2598	-1.0346	-0.8066	-0.9291	0.6698	-0.1335	-0.0363	1.5137	-1.2479	-0.111	-1.938	-1.5836	-1.6361	0.3453	1.2955	-2.3508
f0134	0.8637	-1.6416	-0.3124	0.3596	0.5179	0.5839	-0.6005	0.2397	1.7212	0.8581	0.6245	-0.4844	1.0274	0.7932	-0.6541	-0.5072	-1.7704	0.2993	-0.3496	-1.2439
f0206	0.2936	-0.8176	-1.1431	0.0055	0.2011	-0.0727	0.1136	2.2619	-1.7377	-1.3753	1.0077	0.2185	-0.174	-0.878	1.5456	0.7923	0.2712	-0.9828	-0.4563	-1.3027
f0940	-0.2636	1.9838	-0.4707	0.2815	1.3738	-0.9824	1.9756	2.2854	1.0067	-0.1133	0.4249	0.0688	-0.2611	-2.0621	-1.7375	-1.4874	-0.3418	-0.4505	1.8685	-0.4631
f0937	-2.9406	-3.658	-2.1747	0.6989	-3.6361	-2.2844	-4.0828	-2.0074	-3.0814	-0.4152	-0.6748	0.9511	-1.6049	0.9616	0.402	0.4406	0.6243	0.7917	-0.7757	-2.7069
f0461	0.0147	0.6019	-1.2251	-0.5885	-1.8526	0.7505	-1.3752	1.5988	0.4283	-0.0078	-0.4858	1.2214	0.6689	-0.7784	0.0928	-0.393	-0.0776	0.453	0.621	-0.3942
f0491	1.2571	0.5348	-0.0328	-1.2201	-0.5504	-2.6641	-0.1015	0.3789	-1.1326	1.5119	0.8682	2.1219	-1.4584	0.3248	-0.156	-1.7175	0.5054	-0.4864	0.6514	1.2675
